
[00:00:00.000 --> 00:00:03.160]   (audience chattering)
[00:05:23.100 --> 00:05:27.100]   (audience chattering continues)
[00:05:27.100 --> 00:05:42.100]   (audience chattering continues)
[00:05:43.100 --> 00:05:47.100]   (audience chattering continues)
[00:05:48.100 --> 00:05:52.100]   (audience chattering continues)
[00:05:53.100 --> 00:05:57.100]   (audience chattering continues)
[00:05:57.100 --> 00:06:20.100]   (audience chattering continues)
[00:06:21.100 --> 00:06:25.100]   (audience chattering continues)
[00:06:26.100 --> 00:06:30.100]   (audience chattering continues)
[00:06:31.100 --> 00:06:35.100]   (audience chattering continues)
[00:06:35.100 --> 00:06:39.100]   (audience chattering continues)
[00:06:39.100 --> 00:06:43.100]   (audience chattering continues)
[00:06:44.100 --> 00:06:48.100]   (audience chattering continues)
[00:06:49.100 --> 00:06:53.100]   (audience chattering continues)
[00:06:53.100 --> 00:06:57.100]   (audience chattering continues)
[00:06:57.100 --> 00:07:01.100]   (audience chattering continues)
[00:07:01.100 --> 00:07:05.100]   (audience chattering continues)
[00:07:06.100 --> 00:07:10.100]   (audience chattering continues)
[00:07:11.100 --> 00:07:15.100]   (audience chattering continues)
[00:07:39.100 --> 00:07:43.100]   (audience chattering continues)
[00:07:44.100 --> 00:07:48.100]   (audience chattering continues)
[00:07:49.100 --> 00:07:53.100]   (audience chattering continues)
[00:07:53.100 --> 00:07:57.100]   (audience chattering continues)
[00:07:57.100 --> 00:08:01.100]   (audience chattering continues)
[00:08:01.100 --> 00:08:05.100]   (audience chattering continues)
[00:08:05.100 --> 00:08:23.100]   (audience chattering continues)
[00:08:24.100 --> 00:08:28.100]   (audience chattering continues)
[00:08:29.100 --> 00:08:33.100]   (audience chattering continues)
[00:08:34.100 --> 00:08:38.100]   (audience chattering continues)
[00:08:39.100 --> 00:08:43.100]   (audience chattering continues)
[00:08:43.100 --> 00:08:47.100]   (audience chattering continues)
[00:08:48.100 --> 00:08:52.100]   (audience chattering continues)
[00:08:52.100 --> 00:08:56.100]   (audience chattering continues)
[00:08:57.100 --> 00:09:01.100]   (audience chattering continues)
[00:09:02.100 --> 00:09:06.100]   (audience chattering continues)
[00:09:06.100 --> 00:09:10.100]   (audience chattering continues)
[00:09:11.100 --> 00:09:15.100]   (audience chattering continues)
[00:09:15.100 --> 00:09:19.100]   (audience chattering continues)
[00:09:19.100 --> 00:09:23.100]   (audience chattering continues)
[00:09:23.100 --> 00:09:33.100]   [BLANK_AUDIO]

